paper_id,word_cited_id
154973,word2892
154973,word3000
154973,word3109
154973,word3185
154973,word3463
154973,word3597
154973,word381
154973,word463
154973,word553
154973,word621
154973,word700
154973,word712
154973,word730
154973,word806
154973,word813
154973,word913
154973,word987
159727,word1016
159727,word1084
159727,word1104
159727,word1132
159727,word1240
159727,word1275
159727,word132
159727,word1472
159727,word1498
159727,word1542
159727,word1603
159727,word169
159727,word170
159727,word1741
159727,word1838
159727,word1969
159727,word227
159727,word2566
159727,word2616
159727,word30
159727,word3151
159727,word3164
159727,word3311
159727,word3386
159727,word3508
159727,word3538
159727,word39
159727,word456
159727,word536
159727,word589
159727,word602
159727,word614
159727,word767
159727,word790
159727,word813
159727,word894
159727,word901
162298,word1151
162298,word1188
162298,word1313
162298,word1578
162298,word1614
162298,word1643
162298,word1660
162298,word1739
162298,word1869
162298,word1969
162298,word201
162298,word2216
162298,word2339
162298,word2344
162298,word2375
162298,word2407
162298,word2566
162298,word2571
162298,word2605
162298,word2677
162298,word2687
162298,word2716
162298,word2742
162298,word2757
162298,word2764
162298,word281
162298,word287
162298,word2978
162298,word3161
162298,word511
162298,word579
162298,word601
162298,word66
162298,word673
162298,word76
16755,word1211
16755,word1240
16755,word1275
16755,word1619
16755,word170
16755,word1798
16755,word1869
16755,word1952
16755,word1969
16755,word2086
16755,word2132
16755,word2336
16755,word2540
16755,word2737
16755,word2741
16755,word2860
16755,word3164
16755,word3214
16755,word36
16755,word419
16755,word555
16755,word602
16755,word784
16755,word809
16755,word817
16755,word823
16755,word830
202510,word1012
202510,word1021
202510,word1047
202510,word1054
202510,word1055
202510,word1056
202510,word1513
202510,word1635
202510,word1663
202510,word1728
202510,word1869
202510,word2087
202510,word2375
202510,word2471
202510,word2501
202510,word2509
202510,word2569
202510,word2738
202510,word2742
202510,word2749
202510,word2770
202510,word2787
202510,word3214
202510,word354
202510,word3574
202510,word3645
202510,word460
202510,word47
202510,word600
202510,word791
202510,word945
202510,word948
202510,word957
202510,word975
205160,word103
205160,word132
205160,word1450
205160,word151
205160,word1719
205160,word1922
205160,word1985
205160,word2086
205160,word2140
205160,word2240
205160,word2534
205160,word2540
205160,word2593
205160,word2687
205160,word2734
205160,word2810
205160,word3127
205160,word3154
205160,word3233
205160,word3236
205160,word3323
205160,word3683
205160,word372
205160,word54
205160,word567
205160,word66
205160,word792
205160,word950
205160,word951
20587,word103
20587,word1194
20587,word1350
20587,word1578
20587,word1869
20587,word1871
20587,word19
20587,word2208
20587,word2336
20587,word2368
20587,word250
20587,word2684
20587,word2734
20587,word2737
20587,word2869
20587,word288
20587,word2978
20587,word312
20587,word3197
20587,word3229
20587,word3310
20587,word3404
20587,word3448
20587,word362
20587,word3682
20587,word419
20587,word547
20587,word614
20587,word798
2102,word1073
2102,word141
2102,word1556
2102,word166
2102,word1745
2102,word1747
2102,word1832
2102,word1847
2102,word1869
2102,word1969
2102,word1988
2102,word2054
2102,word2125
2102,word2252
2102,word2291
2102,word2303
2102,word237
2102,word2505
2102,word2564
2102,word2619
2102,word2887
2102,word29
2102,word2953
2102,word3258
2102,word3285
2102,word3307
2102,word3331
2102,word3455
2102,word3473
2102,word511
2102,word512
2102,word533
2102,word58
2102,word879
212834,word1076
212834,word1153
212834,word1183
212834,word1192
212834,word1214
212834,word132
212834,word1550
212834,word1587
212834,word1624
212834,word1655
212834,word166
212834,word169
212834,word1739
212834,word2060
212834,word2186
212834,word2187
212834,word2209
212834,word2299
212834,word2345
212834,word2352
212834,word2377
212834,word238
212834,word2400
212834,word2484
212834,word249
212834,word2569
212834,word2751
212834,word2787
212834,word2868
212834,word2953
212834,word2983
212834,word3093
212834,word3190
212834,word3206
212834,word3214
212834,word3278
212834,word3468
212834,word3648
212834,word547
212834,word644
212834,word66
212834,word708
212834,word806
233063,word1313
233063,word170
233063,word1701
233063,word1708
233063,word1734
233063,word1867
233063,word19
233063,word1937
233063,word2076
233063,word2094
233063,word2144
233063,word2249
233063,word2430
233063,word2520
233063,word2540
233063,word2564
233063,word2571
233063,word2616
233063,word2634
233063,word2691
233063,word2747
233063,word283
233063,word3020
233063,word3089
233063,word3224
233063,word3404
233063,word3638
233063,word38
233063,word468
233063,word644
233063,word66
233063,word713
233063,word806
233063,word963
26655,word1038
26655,word1240
26655,word1245
26655,word1303
26655,word1423
26655,word1434
26655,word1489
26655,word1501
26655,word1575
26655,word1642
26655,word1690
26655,word1832
26655,word1869
26655,word2144
26655,word2564
26655,word2616
26655,word2877
26655,word3008
26655,word3137
26655,word3390
26655,word3455
26655,word381
26655,word442
26655,word467
26655,word512
26655,word796
26655,word832
266823,word103
266823,word1055
266823,word1240
266823,word1277
266823,word1616
266823,word1663
266823,word2259
266823,word2401
266823,word2564
266823,word2616
266823,word2687
266823,word2721
266823,word2742
266823,word281
266823,word2852
266823,word2978
266823,word3127
266823,word3235
266823,word3314
266823,word3486
266823,word3672
266823,word574
266823,word809
266823,word848
266823,word962
277650,word1127
277650,word1132
277650,word1421
277650,word1438
277650,word1491
277650,word1517
277650,word1542
277650,word1571
277650,word1624
277650,word170
277650,word1988
277650,word2014
277650,word2144
277650,word2246
277650,word2540
277650,word2566
277650,word2571
277650,word2618
277650,word2920
277650,word2968
277650,word3051
277650,word3096
277650,word3287
277650,word3372
277650,word34
277650,word3407
277650,word3430
277650,word3508
277650,word3526
277650,word370
277650,word393
277650,word512
277650,word55
277650,word571
277650,word602
277650,word753
28031,word1044
28031,word1103
28031,word1125
28031,word1542
28031,word183
28031,word2037
28031,word2060
28031,word2086
28031,word2271
28031,word2281
28031,word2429
28031,word2562
28031,word2595
28031,word2628
28031,word2692
28031,word2734
28031,word276
28031,word2885
28031,word2975
28031,word2979
28031,word3048
28031,word3083
28031,word3231
28031,word3243
28031,word3323
28031,word3542
28031,word554
28031,word636
28031,word732
28031,word845
28031,word96
294238,word1032
294238,word1074
294238,word1462
294238,word1517
294238,word170
294238,word172
294238,word1869
294238,word1870
294238,word1983
294238,word2113
294238,word214
294238,word2144
294238,word2212
294238,word2299
294238,word2301
294238,word2368
294238,word2375
294238,word2406
294238,word2412
294238,word2564
294238,word2595
294238,word2690
294238,word2692
294238,word27
294238,word2718
294238,word2807
294238,word3145
294238,word3403
294238,word3538
294238,word3669
294238,word602
294238,word655
294238,word705
294238,word720
294238,word725
294238,word75
294238,word817
294238,word866
300048,word1142
300048,word1240
300048,word1352
300048,word1472
300048,word1542
300048,word169
300048,word1943
300048,word1983
300048,word2172
300048,word2412
300048,word2442
300048,word2564
300048,word2616
300048,word2734
300048,word2856
300048,word2898
300048,word3260
300048,word345
300048,word3538
300048,word3641
300048,word3669
300048,word399
300048,word47
300048,word530
300048,word705
300048,word813
300048,word834
30494,word1166
30494,word1275
30494,word1570
30494,word1624
30494,word1940
30494,word213
30494,word214
30494,word2144
30494,word22
30494,word2227
30494,word2240
30494,word2242
30494,word2283
30494,word231
30494,word2369
30494,word2547
30494,word2564
30494,word2595
30494,word2773
30494,word2985
30494,word3020
30494,word3214
30494,word3473
30494,word3479
30494,word3600
30494,word3666
30494,word3694
30494,word388
30494,word467
30494,word567
30494,word602
30494,word825
322267,word103
322267,word1133
322267,word1150
322267,word1240
322267,word1277
322267,word1571
322267,word1624
322267,word1686
322267,word17
322267,word173
322267,word1739
322267,word2240
322267,word2242
322267,word2280
322267,word236
322267,word2734
322267,word314
322267,word3233
322267,word3553
322267,word388
322267,word638
322267,word700
322267,word713
322267,word862
322267,word964
322267,word965
339430,word103
339430,word1039
339430,word1205
339430,word1245
339430,word132
339430,word1490
339430,word1542
339430,word1570
339430,word167
339430,word1734
339430,word1869
339430,word2217
339430,word2330
339430,word2336
339430,word2481
339430,word2619
339430,word272
339430,word2737
339430,word2856
339430,word2975
339430,word2989
339430,word3015
339430,word3123
339430,word3279
339430,word551
339430,word583
339430,word88
339430,word933
374383,word1151
374383,word1318
374383,word1542
374383,word156
374383,word165
374383,word1841
374383,word231
374383,word2343
374383,word246
374383,word2515
374383,word2585
374383,word2723
374383,word2724
374383,word2787
374383,word2900
374383,word2977
374383,word3145
374383,word3289
374383,word3542
374383,word463
374383,word483
374383,word799
374383,word806
376734,word1084
376734,word1219
376734,word1509
376734,word169
376734,word1869
376734,word1977
376734,word2187
376734,word2203
376734,word2564
376734,word2575
376734,word2581
376734,word2716
376734,word276
376734,word3473
376734,word47
376734,word495
376734,word630
376734,word66
376734,word806
384644,word1049
384644,word1175
384644,word1193
384644,word1370
384644,word1513
384644,word1589
384644,word1689
384644,word169
384644,word1787
384644,word180
384644,word1842
384644,word1869
384644,word243
384644,word2447
384644,word2564
384644,word2742
384644,word2747
384644,word3017
384644,word3098
384644,word3360
384644,word3492
384644,word3513
384644,word3554
384644,word52
384644,word580
384644,word592
384644,word726
384644,word753
384644,word817
384644,word865
384644,word920
402592,word1026
402592,word1055
402592,word1136
402592,word1144
402592,word1252
402592,word1423
402592,word155
402592,word1556
402592,word1619
402592,word1624
402592,word166
402592,word170
402592,word1893
402592,word212
402592,word2148
402592,word2149
402592,word2390
402592,word2569
402592,word273
402592,word2751
402592,word2840
402592,word2931
402592,word3261
402592,word3433
402592,word3468
402592,word350
402592,word3557
402592,word3565
402592,word50
402592,word809
402592,word823
402592,word866
402592,word869
402592,word913
405764,word1032
405764,word1245
405764,word1355
405764,word1509
405764,word1546
405764,word1594
405764,word1614
405764,word170
405764,word1867
405764,word1985
405764,word201
405764,word2186
405764,word220
405764,word2217
405764,word2240
405764,word2408
405764,word2437
405764,word2553
405764,word263
405764,word2886
405764,word3231
405764,word3239
405764,word3398
405764,word3468
405764,word3536
405764,word39
405764,word580
405764,word615
405764,word66
405764,word760
405764,word866
405764,word918
409610,word1009
409610,word1088
409610,word151
409610,word170
409610,word1971
409610,word1997
409610,word2108
409610,word2187
409610,word2217
409610,word2238
409610,word226
409610,word2554
409610,word2619
409610,word273
409610,word2754
409610,word2788
409610,word2978
409610,word3174
409610,word3191
409610,word3273
409610,word45
409610,word52
409610,word638
409610,word66
409610,word809
414088,word1039
414088,word1091
414088,word1188
414088,word126
414088,word132
414088,word1614
414088,word1767
414088,word1798
414088,word2064
414088,word2086
414088,word2206
414088,word2213
414088,word23
414088,word2741
414088,word2869
414088,word2956
414088,word3046
414088,word3113
414088,word3233
414088,word3311
414088,word3430
414088,word3553
414088,word3682
414088,word730
414088,word732
414088,word817
414088,word83
414088,word940
414088,word950
443403,word1030
443403,word1070
443403,word1625
443403,word1809
443403,word19
443403,word2028
443403,word2662
443403,word2734
443403,word2742
443403,word2812
443403,word3139
443403,word3279
443403,word3306
443403,word3371
443403,word3546
443403,word3648
443403,word66
443403,word817
443403,word958
446625,word1012
446625,word132
446625,word161
446625,word178
446625,word2066
446625,word2104
446625,word2187
446625,word2231
446625,word2267
446625,word2328
446625,word2336
446625,word245
446625,word2619
446625,word2723
446625,word2788
446625,word2876
446625,word2901
446625,word3017
446625,word3214
446625,word3353
446625,word3565
446625,word580
446625,word602
446625,word61
446625,word66
446625,word76
446625,word789
446625,word805
446625,word866
446625,word918
446625,word950
446625,word984
446625,word996
449668,word1035
449668,word1068
449668,word1132
449668,word1158
449668,word1409
449668,word143
449668,word1618
449668,word1619
449668,word1635
449668,word1658
449668,word1735
449668,word19
449668,word2127
449668,word2128
449668,word2144
449668,word2173
449668,word257
449668,word2577
449668,word2684
449668,word273
449668,word2741
449668,word3022
449668,word3164
449668,word3208
449668,word3305
449668,word3410
449668,word3473
449668,word3656
449668,word408
449668,word566
449668,word59
449668,word642
449668,word66
449668,word939
449668,word995
450055,word1083
450055,word1295
450055,word1505
450055,word1590
450055,word1619
450055,word1624
450055,word1625
450055,word1635
450055,word169
450055,word1885
450055,word1891
450055,word1932
450055,word2140
450055,word2164
450055,word2192
450055,word2420
450055,word2564
450055,word2569
450055,word2741
450055,word2990
450055,word3017
450055,word3035
450055,word3151
450055,word3317
450055,word3439
450055,word3692
450055,word389
450055,word39
450055,word406
450055,word45
450055,word469
450055,word602
450055,word630
450055,word646
450055,word66
450055,word799
450055,word904
450055,word996
45086,word103
45086,word1038
45086,word1072
45086,word1421
45086,word1512
45086,word1669
45086,word167
45086,word1869
45086,word19
45086,word1908
45086,word1914
45086,word2050
45086,word2051
45086,word2122
45086,word2124
45086,word2144
45086,word2242
45086,word2268
45086,word2301
45086,word2390
45086,word2522
45086,word2542
45086,word2568
45086,word2571
45086,word2838
45086,word2931
45086,word3035
45086,word3089
45086,word3106
45086,word3391
45086,word3404
45086,word3498
45086,word3553
45086,word3600
45086,word54
45086,word730
45086,word918
452506,word1050
452506,word1155
452506,word1192
452506,word1245
452506,word1362
452506,word138
452506,word1418
452506,word1464
452506,word1581
452506,word1635
452506,word1869
452506,word2281
452506,word2297
452506,word2331
452506,word2336
452506,word2378
452506,word2499
452506,word2716
452506,word2788
452506,word2819
452506,word3089
452506,word3493
452506,word397
452506,word4
452506,word536
452506,word612
452506,word641
452506,word657
452506,word773
452506,word805
457130,word1002
457130,word1009
457130,word1012
457130,word1022
457130,word139
457130,word1614
457130,word1619
457130,word1645
457130,word169
457130,word1901
457130,word2140
457130,word2240
457130,word2281
457130,word2321
457130,word248
457130,word2516
457130,word2741
457130,word2767
457130,word2855
457130,word2931
457130,word337
457130,word3379
457130,word3432
457130,word3456
457130,word3631
457130,word419
457130,word448
457130,word580
457130,word66
457130,word778
457130,word797
457130,word918
457130,word95
459526,word1798
459526,word1818
459526,word2001
459526,word2187
459526,word2619
459526,word2879
459526,word3164
459526,word3190
459526,word3273
459526,word494
459526,word76
459526,word809
460784,word1039
460784,word1090
460784,word1385
460784,word1410
460784,word1472
460784,word150
460784,word1605
460784,word1624
460784,word1666
460784,word1667
460784,word1983
460784,word2186
460784,word2301
460784,word2397
460784,word2412
460784,word2430
460784,word2437
460784,word2444
460784,word2566
460784,word2643
460784,word2922
460784,word2987
460784,word2994
460784,word3064
460784,word3100
460784,word3151
460784,word3699
460784,word38
460784,word42
460784,word564
460784,word602
460784,word642
460784,word644
460784,word645
460784,word66
460784,word783
460784,word866
460784,word88
461740,word1074
461740,word1077
461740,word1088
461740,word1245
461740,word1252
461740,word1472
461740,word1598
461740,word1628
461740,word1869
461740,word1937
461740,word2240
461740,word2242
461740,word2355
461740,word246
461740,word2708
461740,word3250
461740,word3311
461740,word3323
461740,word3337
461740,word3426
461740,word3480
461740,word3547
461740,word624
461740,word638
461740,word809
461740,word810
461740,word951
463357,word1193
463357,word1206
463357,word1234
463357,word1619
463357,word183
463357,word2350
463357,word2595
463357,word287
463357,word2924
463357,word3046
463357,word3174
463357,word3250
463357,word3495
463357,word426
463357,word467
463357,word536
463357,word542
463357,word546
463357,word554
463357,word575
463357,word644
463357,word646
463357,word66
463357,word7
463357,word773
463357,word856
463357,word864
482071,word102
482071,word1091
482071,word1193
482071,word1596
482071,word1612
482071,word1901
482071,word2058
482071,word2140
482071,word2385
482071,word2400
482071,word2571
482071,word2593
482071,word2598
482071,word2953
482071,word2954
482071,word3048
482071,word3049
482071,word3127
482071,word3231
482071,word337
482071,word3432
482071,word3631
482071,word394
482071,word419
482071,word66
482071,word683
482071,word730
482071,word778
491166,word1193
491166,word1214
491166,word1259
491166,word1617
491166,word1708
491166,word1734
491166,word178
491166,word1799
491166,word19
491166,word1937
491166,word1959
491166,word2011
491166,word207
491166,word2094
491166,word2141
491166,word2526
491166,word2724
491166,word2742
491166,word278
491166,word289
491166,word3028
491166,word3145
491166,word3404
491166,word3577
491166,word66
491166,word711
491166,word810
491166,word929
491166,word996
499374,word1041
499374,word1123
499374,word132
499374,word1364
499374,word1449
499374,word1487
499374,word1507
499374,word1512
499374,word1637
499374,word170
499374,word2107
499374,word2144
499374,word2569
499374,word2619
499374,word2741
499374,word2814
499374,word2892
499374,word2932
499374,word3017
499374,word3080
499374,word3185
499374,word3323
499374,word3347
499374,word3636
499374,word806
499374,word813
499374,word817
499374,word869
499374,word996
50337,word1105
50337,word1178
50337,word1275
50337,word128
50337,word1612
50337,word1635
50337,word1686
50337,word1727
50337,word178
50337,word1980
50337,word1990
50337,word2040
50337,word2086
50337,word2186
50337,word2259
50337,word245
50337,word2554
50337,word2605
50337,word2734
50337,word2751
50337,word2869
50337,word3164
50337,word3229
50337,word3350
50337,word3561
50337,word3565
50337,word371
50337,word429
50337,word45
50337,word46
50337,word585
50337,word66
50337,word798
50337,word809
50337,word810
50337,word817
50337,word928
505987,word1012
505987,word1283
505987,word1325
505987,word1380
505987,word14
505987,word1425
505987,word1510
505987,word1614
505987,word1616
505987,word1663
505987,word17
505987,word170
505987,word1893
505987,word2144
505987,word2186
505987,word2311
505987,word2406
505987,word2585
505987,word2684
505987,word2741
505987,word2742
505987,word3135
505987,word3288
505987,word3440
505987,word3536
505987,word3544
505987,word3672
505987,word47
505987,word588
505987,word66
507954,word1049
507954,word1214
507954,word1339
507954,word1620
507954,word167
507954,word169
507954,word1847
507954,word1967
507954,word2087
507954,word2144
507954,word2187
507954,word2540
507954,word2687
507954,word2688
507954,word2719
507954,word281
507954,word2853
507954,word292
507954,word3231
507954,word3502
507954,word3606
507954,word3641
507954,word3672
507954,word388
507954,word601
507954,word67
507954,word68
507954,word817
507954,word851
509693,word1067
509693,word1254
509693,word14
509693,word169
509693,word178
509693,word1932
509693,word1960
509693,word1969
509693,word2019
509693,word2101
509693,word2140
509693,word2144
509693,word2293
509693,word2328
509693,word2414
509693,word2437
509693,word2577
509693,word2581
509693,word2615
509693,word279
509693,word2844
509693,word2892
509693,word2973
509693,word3283
509693,word3387
509693,word3544
509693,word3648
509693,word594
509693,word66
509693,word778
509693,word800
509693,word817
51607,word103
51607,word1158
51607,word125
51607,word1256
51607,word1275
51607,word167
51607,word1832
51607,word1869
51607,word1969
51607,word2042
51607,word2050
51607,word212
51607,word2147
51607,word223
51607,word2378
51607,word2532
51607,word2569
51607,word2742
51607,word2784
51607,word2857
51607,word2953
51607,word2964
51607,word2986
51607,word2988
51607,word3258
51607,word33
51607,word339
51607,word3482
51607,word3681
51607,word397
51607,word42
51607,word43
51607,word45
51607,word554
51607,word655
51607,word658
51607,word856
518472,word1032
518472,word1047
518472,word1080
518472,word1132
518472,word1568
518472,word1578
518472,word1596
518472,word170
518472,word1798
518472,word1869
518472,word1969
518472,word1996
518472,word2086
518472,word2268
518472,word2375
518472,word2564
518472,word2569
518472,word2588
518472,word2931
518472,word3020
518472,word3116
518472,word3387
518472,word341
518472,word346
518472,word3512
518472,word3600
518472,word555
518472,word602
518472,word616
518472,word638
518472,word722
518472,word771
518472,word934
518472,word951
525378,word1038
525378,word1193
525378,word1214
525378,word1542
525378,word1589
525378,word1635
525378,word1669
525378,word169
525378,word1922
525378,word2050
525378,word2202
525378,word2299
525378,word2331
525378,word2390
525378,word2692
525378,word2900
525378,word3089
525378,word3269
525378,word3430
525378,word373
525378,word403
525378,word410
525378,word614
525378,word639
525378,word844
529980,word1378
529980,word1454
529980,word1589
529980,word1636
529980,word2012
529980,word2061
529980,word2064
529980,word2086
529980,word2187
529980,word2343
529980,word2408
529980,word2409
529980,word2581
529980,word2619
529980,word2741
529980,word2858
529980,word3017
529980,word3048
529980,word3164
529980,word3214
529980,word3430
529980,word3601
529980,word47
529980,word580
529980,word66
529980,word662
529980,word753
529980,word790
529980,word817
529980,word999
532227,word1056
532227,word1205
532227,word169
532227,word19
532227,word2144
532227,word2300
532227,word2388
532227,word2389
532227,word246
532227,word2577
532227,word2899
532227,word3017
532227,word3028
532227,word3339
532227,word3404
532227,word3514
532227,word583
532227,word621
532227,word644
532227,word697
532227,word700
532227,word823
532227,word929
532291,word1035
532291,word1303
532291,word1591
532291,word170
532291,word2144
532291,word2187
532291,word2231
532291,word2279
532291,word2328
532291,word245
532291,word2487
532291,word2767
532291,word2855
532291,word2992
532291,word3164
532291,word3199
532291,word3444
532291,word3641
532291,word38
532291,word39
532291,word41
532291,word508
532291,word536
532291,word580
532291,word630
532291,word644
532291,word646
532291,word700
532291,word81
532291,word838
532291,word918
532291,word95
532672,word103
532672,word1032
532672,word111
532672,word1245
532672,word1275
532672,word1654
532672,word170
532672,word1861
532672,word1869
532672,word2001
532672,word2002
532672,word2186
532672,word2240
532672,word2242
532672,word2324
532672,word2595
532672,word2628
532672,word2677
532672,word2787
532672,word287
532672,word2978
532672,word3089
532672,word3398
532672,word38
532672,word632
532672,word732
532672,word809
532672,word951
532672,word954
538003,word103
538003,word1277
538003,word183
538003,word1855
538003,word1869
538003,word1941
538003,word2098
538003,word2716
538003,word2734
538003,word29
538003,word3118
538003,word3151
538003,word3153
538003,word3199
538003,word3288
538003,word3311
538003,word3328
538003,word3404
538003,word3528
538003,word3565
538003,word360
538003,word3641
538003,word512
539207,word1008
539207,word103
539207,word1055
539207,word1233
539207,word1266
539207,word164
539207,word2328
539207,word2331
539207,word2390
539207,word2437
539207,word2562
539207,word2619
539207,word2724
539207,word2816
539207,word2820
539207,word2858
539207,word2901
539207,word3378
539207,word3501
539207,word45
539207,word480
539207,word681
539207,word763
539207,word874
539207,word921
539207,word922
54866,word1132
54866,word1275
54866,word141
54866,word1533
54866,word1566
54866,word1567
54866,word1614
54866,word1624
54866,word1694
54866,word170
54866,word1722
54866,word1747
54866,word1793
54866,word1869
54866,word1969
54866,word1979
54866,word201
54866,word2054
54866,word2252
54866,word2311
54866,word2430
54866,word2510
54866,word2569
54866,word2595
54866,word2728
54866,word281
54866,word2885
54866,word29
54866,word2993
54866,word3048
54866,word3231
54866,word3428
54866,word3580
54866,word3606
54866,word381
54866,word533
54866,word602
54866,word834
54866,word882
54866,word996
57340,word1447
57340,word1472
57340,word1542
57340,word1624
57340,word166
57340,word1676
57340,word1764
57340,word1832
57340,word1983
57340,word2037
57340,word2086
57340,word2088
57340,word2144
57340,word2229
57340,word2258
57340,word2267
57340,word2437
57340,word2564
57340,word2566
57340,word2737
57340,word2753
57340,word2788
57340,word2931
57340,word2975
57340,word3426
57340,word3538
57340,word3681
57340,word508
57340,word511
57340,word512
57340,word554
57340,word602
57340,word740
64654,word103
64654,word1038
64654,word1117
64654,word1161
64654,word1240
64654,word1421
64654,word1635
64654,word1728
64654,word1999
64654,word2094
64654,word2115
64654,word2124
64654,word2130
64654,word2132
64654,word2144
64654,word2242
64654,word2540
64654,word2542
64654,word2556
64654,word2563
64654,word2571
64654,word2616
64654,word27
64654,word2720
64654,word3037
64654,word3039
64654,word3123
64654,word3347
64654,word3502
64654,word402
64654,word463
64654,word54
64654,word76
64654,word799
64654,word918
64654,word940
64654,word951
64765,word103
64765,word1108
64765,word1159
64765,word1201
64765,word1258
64765,word1782
64765,word1996
64765,word2
64765,word2187
64765,word2281
64765,word2449
64765,word2540
64765,word2613
64765,word2619
64765,word2786
64765,word2787
64765,word301
64765,word3013
64765,word3059
64765,word3070
64765,word3111
64765,word3214
64765,word3231
64765,word3347
64765,word3379
64765,word3473
64765,word3512
64765,word3515
64765,word3606
64765,word3645
64765,word3648
64765,word511
64765,word533
64765,word58
64765,word580
64765,word602
64765,word638
64765,word66
64765,word763
64765,word882
70265,word1094
70265,word1192
70265,word12
70265,word1240
70265,word1340
70265,word1357
70265,word171
70265,word1843
70265,word1869
70265,word1988
70265,word2006
70265,word2165
70265,word2217
70265,word2231
70265,word23
70265,word2324
70265,word250
70265,word2571
70265,word2595
70265,word2616
70265,word2687
70265,word2719
70265,word2982
70265,word3214
70265,word3231
70265,word3378
70265,word3481
70265,word673
70265,word879
71059,word1003
71059,word1123
71059,word124
71059,word1296
71059,word1426
71059,word1590
71059,word1663
71059,word1967
71059,word2140
71059,word2198
71059,word2473
71059,word2477
71059,word2516
71059,word2539
71059,word2564
71059,word2566
71059,word2606
71059,word2723
71059,word2742
71059,word3177
71059,word3658
71059,word460
71059,word557
71059,word566
71059,word582
71059,word66
71059,word785
73250,word103
73250,word1060
73250,word1161
73250,word1178
73250,word132
73250,word1490
73250,word1570
73250,word19
73250,word1908
73250,word1914
73250,word2050
73250,word2242
73250,word2267
73250,word2400
73250,word2495
73250,word250
73250,word2616
73250,word2770
73250,word2784
73250,word2853
73250,word3078
73250,word3093
73250,word3137
73250,word3337
73250,word3404
73250,word3498
73250,word3528
73250,word3565
73250,word583
73250,word730
73250,word948
73259,word1117
73259,word1170
73259,word1306
73259,word1569
73259,word1571
73259,word1589
73259,word1620
73259,word1642
73259,word176
73259,word1786
73259,word1842
73259,word1843
73259,word1869
73259,word1870
73259,word1978
73259,word2060
73259,word2537
73259,word2540
73259,word2700
73259,word2737
73259,word2747
73259,word2924
73259,word2975
73259,word3098
73259,word3384
73259,word3430
73259,word3437
73259,word419
73259,word490
73259,word753
7537,word1084
7537,word1161
7537,word1213
7537,word141
7537,word1501
7537,word1694
7537,word1779
7537,word1798
7537,word183
7537,word1869
7537,word187
7537,word2054
7537,word2336
7537,word2375
7537,word2400
7537,word2716
7537,word2728
7537,word2885
7537,word3020
7537,word3053
7537,word3214
7537,word3314
7537,word3580
7537,word533
7537,word614
7537,word621
7537,word674
7537,word951
7537,word996
75800,word1061
75800,word111
75800,word1501
75800,word1542
75800,word1624
75800,word170
75800,word1869
75800,word1933
75800,word1969
75800,word2140
75800,word2299
75800,word2430
75800,word2540
75800,word2564
75800,word2569
75800,word2690
75800,word2696
75800,word2787
75800,word2887
75800,word2920
75800,word3035
75800,word3048
75800,word3285
